Board
JobName,PCBResult,PCBName
C:\KohYoung\KY_JOB\627-351-12A_BOT_JOB_DS-406546\627-351-12A_BOT_JOB_DS-406546.mdb,GOOD,627-351-12ABOT_JOB_DS-406546
Panel 
 ArrayBarcode,PanelResult,PanelInspectionDate,PanelInspectionStartTime,PanelInspectionEndTime 
508BFD5,GOOD,2026-06-12,14:09:02,14:09:31
Pad 
 ComponentID,PadNo,Volume,Height,Area,OffsetX,OffsetY,PadResult 
,17480,100.0753,144.8924,87.71724,0.00441205,0.0102046,GOOD,
,17481,91.58667,134.6296,86.39636,-0.01059723,-0.00812392,GOOD,
,17482,107.7779,145.7984,93.8817,0.01530439,0.006500595,GOOD,
,17483,110.7135,150.2832,93.56083,0.004090115,0.003590587,GOOD,
,17484,91.78558,124.9729,93.27439,0.009913103,0.004985834,GOOD,
,17485,87.04829,122.2836,90.40569,0.01285204,0.002617307,GOOD,
,17486,89.73915,126.0607,90.40778,0.01090696,-0.002329481,GOOD,
,17487,90.28459,126.5138,90.63158,-0.001992611,0.003268591,GOOD,
,17488,88.03596,122.3603,91.37417,-0.01332031,0.0002683229,GOOD,
,17489,94.76904,129.8771,92.66969,-0.01593485,-0.00570296,GOOD,
,17490,94.61441,130.3339,92.19423,-0.007283914,0.01130593,GOOD,
,17491,104.6927,141.2789,94.11151,-0.009892364,0.005384641,GOOD,
,17492,79.75532,95.53942,106.0183,-0.01015578,0.008595923,GOOD,
,17493,111.454,143.8514,98.39784,-0.01146794,0.01397935,GOOD,
,17494,107.6151,140.1677,97.50546,-0.004285239,-0.009936279,GOOD,
,17495,93.6628,131.3746,90.54397,-0.005460793,-0.00228558,GOOD,
,17496,95.64704,131.5745,92.32164,-0.007048551,0.01402568,GOOD,
,17497,96.34646,133.9673,91.33569,-0.01042161,0.008515415,GOOD,
,17498,90.61831,128.3082,89.69437,-0.004338884,-0.0006756628,GOOD,
,17499,93.63434,128.9845,92.19373,-0.004241323,0.003036876,GOOD,
,17500,93.36189,126.2404,93.92368,-0.01226303,0.003421057,GOOD,
,17501,108.483,147.7556,93.24419,-0.003812076,0.002224594,GOOD,
,17502,111.0222,142.0991,99.2253,-0.007420496,0.0007134894,GOOD,
,17503,102.7152,135.0082,96.62247,-0.00632662,-0.003885726,GOOD,
,17504,124.6061,148.5887,106.5018,-0.008916788,-0.006107882,GOOD,
,17505,94.6166,136.0917,88.29568,-0.01316544,0.005660278,GOOD,
,17506,106.1958,145.0632,92.97239,-0.01458735,-0.0005707756,GOOD,
,17507,113.1663,145.9185,98.49411,-0.007711943,-0.003191759,GOOD,
,17508,114.0006,154.3997,93.77008,-0.006885136,-0.008444677,GOOD,
,17509,111.2386,144.4174,97.8227,-0.003149903,0.002214842,GOOD,
,17510,102.5121,139.1957,93.53043,5.488465E-05,0.002578282,GOOD,
,17511,100.4176,137.4796,92.76308,-0.007497319,0.005738328,GOOD,
,17512,98.73079,132.7958,94.42177,-0.001225564,-0.000297597,GOOD,
,17513,103.0709,138.389,94.5885,-0.01046431,-0.0002183071,GOOD,
,17514,100.9533,136.3197,94.05148,-0.00354013,-0.004855329,GOOD,
,17515,107.4633,141.806,96.24304,-0.004613268,-0.009475266,GOOD,
,17516,98.72599,131.8726,95.07814,-0.008671675,-0.01409155,GOOD,
,17517,104.4802,141.2742,93.92366,-0.009713104,0.00129036,GOOD,
,17518,107.7021,143.9034,95.05099,-0.01076063,-0.003302741,GOOD,
,17519,95.98588,123.0648,99.0552,-0.004290113,0.003002726,GOOD,
,17520,89.03267,123.8094,91.32708,-0.01109599,-0.004711416,GOOD,
,17521,87.54733,123.1959,90.25064,-0.003735253,-0.01069001,GOOD,
,17522,96.46323,123.8267,98.93526,-0.003443787,-0.00595178,GOOD,
,17523,102.2221,130.2834,99.6459,-0.01520926,0.001686749,GOOD,
,17524,110.666,151.851,92.55506,-0.01010455,0.003311274,GOOD,
,17525,117.1016,148.5935,100.0845,-0.01128987,0.0003793048,GOOD,
,17526,116.3574,149.367,98.93348,-0.004975442,-0.003184446,GOOD,
,17527,99.23042,138.448,91.02524,-0.003876711,0.002180693,GOOD,
,17528,104.0767,142.5303,92.7363,-0.009867969,0.003821083,GOOD,
,17529,102.0361,139.6205,92.8129,-0.008536312,0.005395632,GOOD,
,17530,104.0723,139.4487,94.78168,-0.008782643,0.01137666,GOOD,
,17531,101.4856,139.4028,92.45634,-0.009848468,0.00677745,GOOD,
,17532,97.78502,138.0134,89.98182,-0.004877901,-0.002406313,GOOD,
,17533,96.62016,135.1193,90.81429,-0.005904685,-0.006989663,GOOD,
,17534,101.196,139.8996,91.8651,-0.003809638,-0.0007756745,GOOD,
,17535,97.5029,137.0104,90.37901,-0.005665666,0.01001191,GOOD,
,17536,100.2161,141.4128,90.00205,-0.009424096,0.0007732366,GOOD,
,17537,109.8757,149.5878,93.28437,-0.01080942,0.01220236,GOOD,
,17538,100.6417,137.6901,92.82796,-0.009353368,0.002980766,GOOD,
,17539,109.679,148.5733,93.75325,-0.001758487,0.008281262,GOOD,
,17540,109.7062,146.9833,94.79092,-0.003379152,0.00530659,GOOD,
,17541,112.0761,144.6432,98.40533,-0.006291256,0.000235392,GOOD,
,17542,109.8451,143.9243,96.92823,-0.009961874,-0.005766384,GOOD,
,17543,114.3196,141.1205,102.8808,-0.00540349,0.008732522,GOOD,
,17544,105.1487,142.9939,93.38775,-0.004807172,0.001152541,GOOD,
,17545,82.04494,106.3307,97.99338,-0.003791337,-0.004454064,GOOD,
,17546,78.15961,106.3166,93.36518,-0.01082039,-0.006799411,GOOD,
,17547,92.17705,130.3188,89.82958,-0.0005073084,0.004346739,GOOD,
,17548,93.83966,131.1219,90.88972,-0.001287761,0.002509982,GOOD,
,17549,94.41895,132.3833,90.57944,-0.00211213,0.000673225,GOOD,
,17550,98.00335,133.7148,93.08186,-0.003729159,-0.003000268,GOOD,
,17551,94.82078,135.0593,89.1626,-0.01028259,0.004117461,GOOD,
,17552,86.63472,128.9566,85.32023,-0.01107769,0.002278266,GOOD,
,17553,97.42924,138.1669,89.55483,-0.00183409,0.008312973,GOOD,
,17554,96.717,130.8265,93.88818,-0.00684124,-1.218923E-06,GOOD,
,17555,87.28177,123.9908,89.40005,-0.007126593,0.002810017,GOOD,
,17556,110.8686,140.9618,99.88742,-0.006796126,0.003941836,GOOD,
,17557,82.1637,103.1814,101.1306,-0.007929023,0.01169133,GOOD,
,17558,100.613,133.7057,95.56703,-0.0066632,-0.007350684,GOOD,
,17559,87.46777,124.2271,89.4202,-0.008513135,-0.001694063,GOOD,
,17560,105.4623,138.8836,96.43838,-0.008153398,-0.004361385,GOOD,
,17561,93.88482,137.1879,86.91273,-0.007775359,-0.009299641,GOOD,
,17562,113.9311,148.117,97.68793,-0.005766884,-0.00295271,GOOD,
,17563,115.4469,148.0514,99.03154,-0.0010707,-0.008116607,GOOD,
,17564,107.5752,139.0409,98.25917,-0.001524343,-0.01138398,GOOD,
,17565,110.801,144.3793,97.46365,-0.00298527,0.005338302,GOOD,
,17566,117.769,151.3405,98.82787,-0.00287552,0.002087995,GOOD,
,17567,113.1813,147.7546,97.28308,-0.005099837,-0.001620887,GOOD,
,17568,114.8347,148.137,98.44942,-0.003031603,0.002838072,GOOD,
,17569,114.9755,146.4586,99.69976,-0.004903495,-0.002223375,GOOD,
,17570,104.4741,138.8335,95.56925,-0.008692414,-0.005434657,GOOD,
,17571,110.2232,144.5721,96.82605,-0.01011188,-0.008645919,GOOD,
,17572,112.2424,143.8074,99.12414,-0.006572951,-0.01185598,GOOD,
,17573,112.0342,143.2285,99.34016,-0.008738747,0.004457721,GOOD,
,17574,106.5917,145.3557,93.13116,-0.006252235,0.0002890445,GOOD,
,17575,109.8536,149.4091,93.37722,-0.008719227,-0.004799218,GOOD,
,17576,102.0912,142.7963,90.79773,-0.01197157,-0.008026347,GOOD,
,17577,110.0742,146.3186,95.54098,-0.003418193,0.008732522,GOOD,
,17578,111.6145,140.9162,100.5921,-0.003849878,0.005515146,GOOD,
,17579,107.3931,135.8589,100.3904,-0.005480313,0.001839195,GOOD,
,17580,114.3633,145.4397,99.86362,-0.003258434,0.006377424,GOOD,
,17581,112.2998,144.637,98.60599,-0.004497424,0.001322072,GOOD,
,17582,109.3048,142.3173,97.5406,-0.008811913,-0.001890409,GOOD,
,17583,109.3792,142.9941,97.14495,-0.01016309,-0.005107786,GOOD,
,17584,117.325,152.4211,97.75733,0.001712133,-0.008325162,GOOD,
,17585,110.9759,146.0223,96.51913,0.0007512024,0.007972694,GOOD,
,17586,102.9766,137.0811,95.40359,-0.006709534,0.005096816,GOOD,
,17587,105.5658,139.3309,96.22317,-0.004724236,0.0006329806,GOOD,
,17588,85.1561,123.1753,87.80025,-0.007604631,0.003584472,GOOD,
,17589,87.29036,122.5405,90.467,-0.01048625,-0.0009427668,GOOD,
,17590,90.40141,124.7166,92.05654,-0.001808476,-0.003917438,GOOD,
,17591,92.9456,129.3813,91.23491,-0.004466935,0.01013996,GOOD,
,17592,95.50859,133.0968,91.13361,-0.005777873,0.007188467,GOOD,
,17593,104.2143,140.5393,94.17447,0.001568238,0.001298892,GOOD,
,17594,92.57031,135.1531,86.98605,-0.010946,0.008761796,GOOD,
,17595,114.0808,148.5547,97.5281,-0.004594966,-0.01136569,GOOD,
,17596,113.1121,147.5734,97.34303,-0.005124232,-0.004156487,GOOD,
,17597,111.7832,136.6821,103.8648,-0.004619361,-0.0004256438,GOOD,
,17598,104.573,133.8363,99.23145,-0.008841184,-0.005006555,GOOD,
,17599,96.75436,134.2475,91.53094,-0.002085297,-0.004943131,GOOD,
,17600,104.2859,141.501,93.59869,-0.004587654,-0.007177497,GOOD,
,17601,95.49004,134.523,90.1499,-0.003724264,-0.00557857,GOOD,
,17602,100.2775,137.3285,92.7356,-0.005636395,0.008204409,GOOD,
,17603,103.5736,141.9558,92.66151,-0.0007243694,-0.000986668,GOOD,
,17604,101.0196,138.012,92.95927,-0.008719227,0.005223663,GOOD,
,17605,102.2864,138.8353,93.56684,-0.009672865,0.0006329806,GOOD,
,17606,106.9753,146.6118,92.66555,-0.01064844,-0.003961339,GOOD,
,17607,98.44514,137.8493,90.69712,-0.003570619,-0.008566649,GOOD,
,17608,99.79279,141.3219,89.67958,-0.005380314,0.002191663,GOOD,
,17609,110.2015,151.7548,92.225,-0.001717028,0.0102485,GOOD,
,17610,110.9319,153.0091,92.07524,-0.002960874,0.007320191,GOOD,
,17611,107.7421,141.1289,96.95564,-0.003912075,-0.00669818,GOOD,
,17612,106.4851,144.3727,93.67148,-0.01159231,0.001183035,GOOD,
,17613,109.1592,138.7509,99.91439,-0.01246789,0.01055098,GOOD,
,17614,86.37273,120.642,90.92467,-0.008261928,0.004071102,GOOD,
,17615,85.93465,120.0309,90.9241,-0.0009121601,-0.001873344,GOOD,
,17616,101.2259,132.3173,97.15804,0.002064578,0.005472464,GOOD,
,17617,97.14574,133.844,92.17829,0.000451205,0.001796512,GOOD,
,17618,95.47282,132.33,91.62733,-0.001175574,-0.001879439,GOOD,
,17619,93.57586,133.8723,88.77214,-0.002795041,0.01442695,GOOD,
,17620,95.44907,130.369,92.98247,-0.005402272,0.01074856,GOOD,
,17621,93.90008,131.3541,90.78749,-0.006982698,0.007071391,GOOD,
,17622,98.16099,131.793,94.59113,-0.007785109,0.005230977,GOOD,
,17623,88.84609,127.4329,88.54425,-0.0009243677,-0.002133115,GOOD,
,17624,95.73009,131.9612,92.13101,-0.0007560775,0.001631858,GOOD,
,17625,112.5697,144.8325,98.70953,-0.002031651,-0.01297072,GOOD,
,17626,107.9911,134.8837,101.6792,-0.0007243694,-0.01005094,GOOD,
,17627,104.8013,137.031,97.12961,-0.004773027,-0.004880946,GOOD,
,17628,99.66209,133.3322,94.92897,-0.001097533,0.00117694,GOOD,
,17629,102.6415,138.2856,94.26482,-0.004480341,-0.008400775,GOOD,
,17630,98.03436,129.5883,96.07626,-0.001304844,-0.002269714,GOOD,
,17631,108.4978,152.1526,90.56189,-0.008063149,0.001059863,GOOD,
,17632,96.91893,122.4446,100.5247,-0.006816865,0.005989586,GOOD,
,17633,115.0204,140.3447,104.0836,-0.003141372,0.002539256,GOOD,
,17634,99.14353,131.9191,95.4466,-5.610342E-05,-0.001963604,GOOD,
,17635,98.6381,135.907,92.1736,9.268653E-05,-0.0001487885,GOOD,
,17636,101.3796,136.0073,94.66559,-0.0008316812,-0.002311197,GOOD,
,17637,110.0875,146.4852,95.44386,-0.003575494,0.00653964,GOOD,
,17638,120.2238,149.0058,102.4687,-0.002560897,0.007600703,GOOD,
,17639,60.73218,88.57072,87.0828,0.0006499845,-0.006243262,GOOD,
,17640,87.52349,106.4249,104.4444,-0.006386379,-0.008584932,GOOD,
,17641,112.8744,160.8481,89.12164,-0.0005707045,-0.007234826,GOOD,
,17642,120.0991,154.0822,98.98995,-0.006590034,0.003578377,GOOD,
,17643,119.9677,152.6772,99.7916,-0.01040942,0.009782614,GOOD,
,17644,103.7372,138.6655,95.01014,-0.004447415,-0.003905249,GOOD,
,17645,95.17419,132.0505,91.5341,-0.00872534,0.0118767,GOOD,
,17646,97.8418,131.4622,94.52079,0.0001512075,-0.005856644,GOOD,
,17647,95.08555,133.039,90.76933,-0.003960846,-0.008487379,GOOD,
,17648,88.29768,123.2786,90.96314,-0.009109474,0.003879631,GOOD,
,17649,95.57699,127.9777,94.84682,-0.005676656,-0.002917342,GOOD,
,17650,88.58235,128.8438,87.31472,-0.00941922,-0.003955245,GOOD,
,17651,91.43991,134.1633,86.55771,-0.00544373,0.009021566,GOOD,
,17652,82.33124,121.6721,85.93642,-0.005455918,-0.001607459,GOOD,
,17653,95.26358,133.0611,90.92422,-0.002973082,0.004543105,GOOD,
,17654,116.9555,161.9512,91.71494,-0.003282829,-0.001307445,GOOD,
,17655,116.4051,154.7643,95.52231,0.001237772,-0.003363727,GOOD,
,17656,108.942,150.1698,92.13324,0.002031651,-0.006057886,GOOD,
,17657,100.0166,134.6367,94.34357,0.001662144,0.008886186,GOOD,
,17658,97.20398,136.7913,90.2463,0.0001756029,0.00107449,GOOD,
,17659,99.7344,135.3923,93.55237,-0.0002609768,-0.004438217,GOOD,
,17660,96.35381,138.1558,88.57345,-0.001863361,0.01186451,GOOD,
,17661,93.57152,133.5049,89.01237,-0.004473029,0.00818125,GOOD,
,17662,86.55629,121.2942,90.62798,-0.005992497,0.005684676,GOOD,
,17663,91.58023,128.5718,90.46066,-0.004310832,0.0005146851,GOOD,
,17664,102.7496,141.9125,91.95242,-0.001627998,-0.004640678,GOOD,
,17665,97.52201,137.3097,90.19973,-0.005475438,0.004015012,GOOD,
,17666,102.7283,143.9597,90.62602,-0.0005316838,-0.005176086,GOOD,
,17667,99.18658,142.4294,88.44165,-0.001573114,-0.009766769,GOOD,
,17668,100.6611,139.6291,91.55656,-0.004558383,0.005618814,GOOD,
,17669,101.8126,143.2361,90.27191,0.0004731628,-0.003577158,GOOD,
,17670,104.2373,148.4128,89.19809,-0.0004633927,-0.008177592,GOOD,
,17671,101.7627,141.6472,91.23978,-0.001419468,0.007198218,GOOD,
,17672,105.5853,138.9622,96.49625,-0.003891336,0.01393788,GOOD,
,17673,103.2343,135.5252,96.74041,-0.001965798,-0.01048633,GOOD,
,17674,83.15519,105.8883,99.73441,-0.007807067,0.009204505,GOOD,
,17675,118.1659,153.5952,97.70538,-0.005814456,0.0067433,GOOD,
,17676,101.8748,137.9169,93.81084,-0.00623761,-0.003693016,GOOD,
,17677,96.47332,134.3053,91.22584,-0.003914512,-0.002561216,GOOD,
,17678,90.77196,126.8513,90.87833,-0.004938859,-0.007555583,GOOD,
,17679,88.07545,122.3784,91.40163,-0.007653422,-0.002174598,GOOD,
,17680,98.01183,135.5366,91.83868,0.001020691,-0.005127309,GOOD,
,17681,92.51683,128.9463,91.12041,-0.00164628,0.0089618,GOOD,
,17682,101.7235,139.4022,92.67348,-0.002962093,0.006022517,GOOD,
,17683,109.2187,146.2531,94.84089,0.004374249,0.0001536642,GOOD,
,17684,98.12469,133.8371,93.11196,-0.0022414,0.009725285,GOOD,
,17685,99.50299,130.7384,96.65778,-0.002046276,-0.002438025,GOOD,
,17686,106.343,147.2599,91.71241,0.0009097225,0.006993339,GOOD,
,17687,104.8987,148.4299,89.7537,0.003521848,0.0119255,GOOD,
,17688,108.8641,153.9866,89.78538,0.00617785,0.003958901,GOOD,
,17689,100.4751,133.6797,95.45455,-0.004915703,-0.0120133,GOOD,
,17690,103.3584,135.7336,96.70795,0.0001048742,-0.002914904,GOOD,
,17691,110.5064,155.4825,90.26292,0.002126755,0.01216943,GOOD,
,17692,85.87158,105.6932,103.1826,0.004465716,0.006285944,GOOD,
,17693,112.6196,147.2158,97.15457,0.007463173,0.001892867,GOOD,
,17694,103.0291,149.2761,87.65437,-0.006612591,0.002017257,GOOD,
,17695,103.0227,137.9102,94.87247,-0.003085269,0.008097083,GOOD,
,17696,105.5815,140.0623,95.73492,-0.006080288,-0.001328166,GOOD,
,17697,106.6177,140.3212,96.49606,-0.00344135,0.004579693,GOOD,
,17698,97.70658,133.5724,92.89897,-0.003308424,-0.005524897,GOOD,
,17699,111.4583,152.8658,92.59895,-0.0004365797,-0.00876911,GOOD,
,17700,105.1089,132.8883,100.4515,-0.007270508,-0.002694159,GOOD,
,17701,89.4413,124.5413,91.20708,-0.005429105,-0.007142128,GOOD,
,17702,91.07206,127.2065,90.92422,0.001909694,-0.01305364,GOOD,
,17703,113.1057,139.0475,103.3059,-0.00355965,0.0008598401,GOOD,
,17704,113.7822,146.103,98.90514,-0.003253559,-0.007329942,GOOD,
,17705,109.0851,139.3452,99.42077,-0.004207177,-0.0003000348,GOOD,
,17706,104.7158,136.4693,97.4498,-0.0009414306,0.001134258,GOOD,
,17707,104.9301,139.559,95.48743,-0.002348711,-0.01144253,GOOD,
,17708,107.3361,141.7619,96.15899,-0.00507666,0.008964238,GOOD,
,17709,103.1552,135.875,96.41734,-0.002256025,-0.004952902,GOOD,
,17710,108.3378,140.2305,98.11634,-0.005538854,0.002442901,GOOD,
,17711,100.4891,139.6808,91.36628,0.002346274,-0.000297597,GOOD,
,17712,109.4632,149.0165,93.2905,-0.0009365555,-0.004963873,GOOD,
,17713,105.0942,143.6568,92.90871,0.002226754,0.002005068,GOOD,
,17714,108.6734,150.745,91.55537,0.0009633885,-0.0009196072,GOOD,
,17715,105.6266,145.0088,92.50877,-0.008592415,0.002924655,GOOD,
,17716,116.7344,152.303,97.34061,-0.0007950981,0.005416353,GOOD,
,17717,89.91727,122.4424,93.26421,-0.0001609777,0.005365138,GOOD,
,17718,93.11403,128.1842,92.25384,-0.004107178,0.000674444,GOOD,
,17719,94.28529,135.2957,88.50418,0.006382723,0.005890794,GOOD,
,17720,93.72563,134.0598,88.78992,0.005557136,0.004051599,GOOD,
,17721,89.62401,128.6593,88.46811,0.004724236,0.002212405,GOOD,
,17722,89.01619,127.6314,88.57585,0.003934013,0.0003707723,GOOD,
,17723,98.74575,134.3929,93.3138,0.003102331,-0.00147086,GOOD,
,17724,93.0137,129.0947,91.50443,-0.0001341447,0.01114737,GOOD,
,17725,91.37404,131.6283,88.16115,-0.00274625,0.007464103,GOOD,
,17726,88.84865,126.5546,89.16133,-0.005138858,0.001934331,GOOD,
,17727,90.84126,127.8517,90.23607,-0.005943706,9.269808E-05,GOOD,
,17728,89.21183,129.8336,87.26477,0.002485294,-0.003595462,GOOD,
,17729,101.3802,141.4894,90.99819,-0.009100922,-0.0008574023,GOOD,
,17730,84.42094,122.8425,87.27813,-0.003277954,-0.003482023,GOOD,
,17731,101.5802,136.6264,94.42308,0.002236505,-0.0005488349,GOOD,
,17732,116.1088,149.3376,98.74154,-0.0005609543,-0.003072245,GOOD,
,17733,110.7648,141.8717,99.15385,-0.004252312,-0.009058154,GOOD,
,17734,98.01454,121.0742,102.8117,-0.003199893,0.01352565,GOOD,
,17735,104.2585,141.3295,93.68764,-0.001945058,-0.006948199,GOOD,
,17736,104.3509,138.1453,95.93208,0.00315356,0.006095693,GOOD,
,17737,112.6797,140.9588,101.5213,-0.0001292696,0.005746881,GOOD,
,17738,97.40321,134.7034,91.83295,-0.002276764,-0.00611032,GOOD,
,17739,102.0947,139.7291,92.79406,0.0006829113,-0.009393558,GOOD,
,17740,96.56486,134.6964,91.04723,-0.001163387,0.001364754,GOOD,
,17741,103.5716,140.1542,93.85086,-0.0001951232,-0.00795439,GOOD,
,17742,100.5898,138.8764,91.98752,-0.001256053,0.007431172,GOOD,
,17743,101.8911,143.5586,90.13861,-0.005293741,0.002829539,GOOD,
,17744,102.9906,140.5199,93.08154,0.0006121827,-0.006366453,GOOD,
,17745,102.0408,139.0328,93.20952,-0.0004316847,0.009020348,GOOD,
,17746,101.8648,139.9407,92.44509,-0.004414488,0.004417476,GOOD,
,17747,104.5626,143.3295,92.6498,-0.005387627,-0.0001817194,GOOD,
,17748,84.28047,115.4265,92.73108,-0.005651041,0.01228284,GOOD,
,17749,111.222,140.1636,100.7765,-0.002358461,-0.004219911,GOOD,
,17750,112.4394,142.4712,100.2294,-0.0001853531,0.001818453,GOOD,
,17751,105.9457,137.4955,97.85847,-0.003293798,-0.007732426,GOOD,
,17752,110.7175,140.1463,100.3317,-0.0002780396,-0.001641609,GOOD,
,17753,115.173,149.3885,97.91231,0.004583997,0.001927017,GOOD,
,17754,110.6929,146.9958,95.6354,-0.003465745,0.005185837,GOOD,
,17755,90.19337,128.698,89.00343,-0.001058512,0.004229662,GOOD,
,17756,92.79363,131.0905,89.89813,0.006520525,0.009533814,GOOD,
,17757,90.23547,125.5835,91.25323,-0.004821797,0.006601825,GOOD,
,17758,91.72973,127.3785,91.45719,-0.007461955,0.0007427436,GOOD,
,17759,92.52951,129.0477,91.06126,0.001174356,0.01779677,GOOD,
,17760,99.85918,137.0407,92.54268,-0.001460927,0.01194622,GOOD,
,17761,89.63322,108.8666,104.563,0.006731492,-0.000704937,GOOD,
,17762,113.0311,151.964,94.46283,-0.0004487674,-0.007912926,GOOD,
,17763,105.3511,140.8515,94.99074,-0.001102408,-0.00743483,GOOD,
,17764,99.58612,134.8579,93.78344,-0.002091391,-0.003203948,GOOD,
,17765,104.3286,138.0095,96.00592,0.002858437,-0.01403424,GOOD,
,17766,77.37959,115.821,84.84821,-0.005474219,-0.009172793,GOOD,
,17767,93.31201,131.8808,89.8586,0.002109692,0.003319826,GOOD,
,17768,101.4576,139.9862,92.04557,0.005168128,0.007473854,GOOD,
,17769,99.28979,136.0753,92.66782,0.003204768,-0.005868833,GOOD,
,17770,115.7693,147.7064,99.54006,-0.007247331,-0.005224882,GOOD,
,17771,106.5179,142.2112,95.12451,-0.00271698,0.00715066,GOOD,
,17772,116.0401,152.6635,96.53316,0.005409585,0.0008427551,GOOD,
,17773,109.0398,143.8424,96.27242,0.00136824,-0.006750634,GOOD,
,17774,100.0044,127.3267,99.7478,-0.0001463324,-0.005651745,GOOD,
,17775,109.3142,149.5827,92.81086,0.002212129,-0.00175383,GOOD,
,17776,111.9554,145.6502,97.61972,-0.003205987,0.01063758,GOOD,
,17777,111.4427,143.6914,98.49738,-0.00481936,0.004327236,GOOD,
,17778,102.7969,137.8586,94.69994,-7.316621E-05,-0.003275905,GOOD,
,17779,99.31304,139.9718,90.10925,0.001592634,0.0104278,GOOD,
,17780,97.10556,136.53,90.32745,-0.001026804,0.006737206,GOOD,
,17781,95.08575,131.6463,91.72982,-0.002634064,0.003049065,GOOD,
,17782,101.9668,133.9265,96.69325,0.004312051,-0.004804094,GOOD,
,17783,92.94699,118.1812,99.88279,0.001004847,0.007381177,GOOD,
,17784,122.6547,164.4631,94.71511,0.009761875,-0.008593486,GOOD,
,17785,124.8831,155.7,101.8635,-0.005544948,-0.001183035,GOOD,
,17786,107.1336,135.417,100.4746,0.002353586,0.002370945,GOOD,
,17787,104.4177,138.5068,95.74297,-4.877082E-05,0.002339232,GOOD,
,17788,106.2626,139.193,96.95424,0.001790195,-0.002031904,GOOD,
,17789,106.6568,139.6263,97.01189,0.001829215,1.706492E-05,GOOD,
,17790,86.88906,128.1575,86.10429,-0.001097533,-0.00538586,GOOD,
,17791,97.41805,139.6982,88.56301,-0.005024233,-0.002764896,GOOD,
,17792,101.3803,144.4893,89.10902,-0.0010707,0.01019729,GOOD,
,17793,85.65469,130.7343,83.20807,-0.00427425,0.008076362,GOOD,
,17794,103.0589,140.455,93.18632,-0.005594938,0.004649211,GOOD,
,17795,106.0108,139.8488,96.27091,0.002038964,-0.003247869,GOOD,
,17796,113.722,155.7615,92.72317,0.00938018,0.006351806,GOOD,
,17797,107.1991,147.5229,92.28584,0.008102189,0.003422276,GOOD,
,17798,104.9759,141.8867,93.96188,0.006816865,0.0004927245,GOOD,
,17799,112.9322,143.6882,99.81606,0.0001012179,-0.01268411,GOOD,
,17800,104.0572,144.5995,91.39218,-6.093854E-06,0.007842189,GOOD,
,17801,101.6225,139.3419,92.62152,0.004846192,-0.001361097,GOOD,
,17802,103.6088,143.144,91.92365,-0.000243894,0.004817522,GOOD,
,17803,104.9503,142.6583,93.43089,-0.001273136,0.0002170881,GOOD,
,17804,102.5233,139.2929,93.4754,0.004751069,-0.004397973,GOOD,
,17805,103.9333,142.4271,92.6757,0.003799888,-0.009003283,GOOD,
,17806,102.1439,140.0742,92.61004,0.001846278,0.004063789,GOOD,
,17807,80.31899,106.719,95.58293,0.004315708,-0.0007232408,GOOD,
,17808,79.63499,104.1748,97.08346,-0.002725532,-0.003060036,GOOD,
,17809,101.7145,146.1521,88.38559,0.005548604,-0.006820153,GOOD,
,17810,100.7198,139.4202,91.74715,0.001802382,0.0007878837,GOOD,
,17811,105.0452,141.1336,94.52564,0.005053503,0.008288575,GOOD,
,17812,102.4898,136.9205,95.06396,0.003246246,0.01289145,GOOD,
,17813,111.495,131.7691,107.4597,0.003001133,0.005349272,GOOD,
,17814,103.7953,132.8915,99.19376,-0.003235257,-0.004827274,GOOD,
,17815,106.5386,143.1629,94.51048,0.002687709,-0.009503321,GOOD,
,17816,100.0763,136.1805,93.32974,-0.002670647,0.002878316,GOOD,
,17817,83.8521,118.7165,89.70293,-0.001042648,0.008649576,GOOD,
,17818,99.81344,136.6045,92.79567,0.003292579,-0.001634296,GOOD,
,17819,107.6557,143.9265,94.99485,0.006875386,-0.001400123,GOOD,
,17820,96.99564,131.9821,93.33424,0.004299864,-0.007239701,GOOD,
,17821,103.2679,140.3049,93.4752,0.0008548578,-0.008083675,GOOD,
,17822,109.4049,137.728,100.8831,0.005944925,0.004946808,GOOD,
,17823,87.78073,122.0303,91.35561,-0.002992582,0.006337179,GOOD,
,17824,109.2381,136.0688,101.9576,0.0003731637,0.00125621,GOOD,
,17825,113.3913,146.2793,98.44658,0.008026565,-0.003814988,GOOD,
,17826,92.53581,136.229,86.26686,-0.0006463282,0.009281357,GOOD,
,17827,104.9017,142.244,93.65964,0.0003707261,-0.002309978,GOOD,
,17828,103.9103,139.6762,94.47996,0.007660734,-0.006112758,GOOD,
,17829,104.0418,141.663,93.27284,0.003175518,0.01047414,GOOD,
,17830,92.51315,131.2707,89.50337,-0.002519439,-0.001390371,GOOD,
,17831,95.82516,133.7857,90.96484,0.003585244,-0.002927093,GOOD,
,17832,100.625,143.8212,88.85605,0.004938859,-0.00660792,GOOD,
,17833,94.95049,128.8614,93.57896,0.008211939,0.0007683609,GOOD,
,17834,94.32411,127.9044,93.65717,0.00741684,-0.001075709,GOOD,
,17835,97.45423,136.3061,90.80071,0.003319412,0.009683821,GOOD,
,17836,94.43458,132.3471,90.6192,0.0006950991,0.005990805,GOOD,
,17837,117.4129,149.196,99.94528,0.003364527,-0.01207673,GOOD,
,17838,118.9662,161.3054,93.66524,0.007826587,-0.01383299,GOOD,
